"finding_id","severity","slug","title","source_file","finding_path","root_cause_epic","root_cause_title","owner","sprint","labels"
"other-capacity-bypass-88f2d78b8c","HIGH_BUG","other-capacity-bypass","Default ops create path bypasses capacity enforcement","src/app/api/ops/bookings/route.ts",".deepsec/findings/HIGH_BUG/nabatableLP-other-capacity-bypass-88f2d78b8c.md","SEC-012","Security-adjacent correctness backlog","Feature owner","Sprint 4","high-bug;needs-regression"
"other-cleanup-race-2c41769e92","HIGH_BUG","other-cleanup-race","Failed clone can delete a restaurant it did not create","scripts/clone-restaurant-config.ts",".deepsec/findings/HIGH_BUG/nabatableLP-other-cleanup-race-2c41769e92.md","SEC-010","Data integrity, races, and idempotency","Domain workflow owner","Sprint 3","data-integrity;high-bug;needs-regression"
"other-config-corruption-75ba4ed049","HIGH_BUG","other-config-corruption","Cloning changes null mobility tables into fixed tables","scripts/clone-restaurant-config.ts",".deepsec/findings/HIGH_BUG/nabatableLP-other-config-corruption-75ba4ed049.md","SEC-012","Security-adjacent correctness backlog","Feature owner","Sprint 4","high-bug;needs-regression"
"other-config-corruption-f81322023b","HIGH_BUG","other-config-corruption","Tripled tables can be inserted as fixed and lose adjacency","scripts/triple-old-school-house-production-tables.ts",".deepsec/findings/HIGH_BUG/nabatableLP-other-config-corruption-f81322023b.md","SEC-004","Production data scripts lack target safety","Data operations owner","Sprint 1","high-bug;service-role;data-integrity;needs-prod-config"
"other-cross-project-write-guard-40eb519eb0","HIGH_BUG","other-cross-project-write-guard","Staging importer can write to the wrong Supabase project","scripts/import-old-school-house-drinks-staging.ts",".deepsec/findings/HIGH_BUG/nabatableLP-other-cross-project-write-guard-40eb519eb0.md","SEC-002","Service-role before tenant authorization","Platform/API owner","Sprint 1","security-critical;tenant-isolation;service-role;needs-regression"
"other-data-integrity-4d304838c1","HIGH_BUG","other-data-integrity","Fallback assignment sync ignores Supabase write errors","server/capacity/table-assignment/assignment-sync.ts",".deepsec/findings/HIGH_BUG/nabatableLP-other-data-integrity-4d304838c1.md","SEC-010","Data integrity, races, and idempotency","Domain workflow owner","Sprint 3","data-integrity;high-bug;needs-regression"
"other-data-loss-176373198d","HIGH_BUG","other-data-loss","Optional serviceItems fetch failure is treated as an empty result","server/google-business-profile/client.ts",".deepsec/findings/HIGH_BUG/nabatableLP-other-data-loss-176373198d.md","SEC-010","Data integrity, races, and idempotency","Domain workflow owner","Sprint 3","data-integrity;high-bug;needs-regression"
"other-data-loss-1bfee2d0bc","HIGH_BUG","other-data-loss","Revoke permanently deletes invite records and breaks the client response contract","src/components/features/team/TeamInvitesTable.tsx",".deepsec/findings/HIGH_BUG/nabatableLP-other-data-loss-1bfee2d0bc.md","SEC-001","Account takeover and auth-token exposure","Auth owner","Sprint 1","security-critical;account-takeover;secrets;needs-regression"
"other-data-loss-3b71a626bc","HIGH_BUG","other-data-loss","Availability save path depends on non-atomic replace operations","src/components/features/restaurant-settings/AvailabilityOccasionsCommandCenter.tsx",".deepsec/findings/HIGH_BUG/nabatableLP-other-data-loss-3b71a626bc.md","SEC-010","Data integrity, races, and idempotency","Domain workflow owner","Sprint 3","data-integrity;high-bug;needs-regression"
"other-data-loss-7e01b678a5","HIGH_BUG","other-data-loss","Operating-hours replacement can erase the schedule on insert failure","src/app/api/ops/restaurants/[id]/hours/route.ts",".deepsec/findings/HIGH_BUG/nabatableLP-other-data-loss-7e01b678a5.md","SEC-010","Data integrity, races, and idempotency","Domain workflow owner","Sprint 3","data-integrity;high-bug;needs-regression"
"other-data-loss-ba0cad93fd","HIGH_BUG","other-data-loss","Invitation revoke route hard-deletes invite records","src/app/api/ops/team/invitations/[id]/route.ts",".deepsec/findings/HIGH_BUG/nabatableLP-other-data-loss-ba0cad93fd.md","SEC-001","Account takeover and auth-token exposure","Auth owner","Sprint 1","security-critical;account-takeover;secrets;needs-regression"
"other-data-loss-c9c6b95c3c","HIGH_BUG","other-data-loss","Business-context saves can delete existing rows before a failing insert","src/components/features/restaurant-settings/RestaurantBusinessContextSection.tsx",".deepsec/findings/HIGH_BUG/nabatableLP-other-data-loss-c9c6b95c3c.md","SEC-010","Data integrity, races, and idempotency","Domain workflow owner","Sprint 3","data-integrity;high-bug;needs-regression"
"other-data-loss-d65830ef28","HIGH_BUG","other-data-loss","GBP service items are deleted when the optional upstream segment is absent","server/google-business-profile/business-info.ts",".deepsec/findings/HIGH_BUG/nabatableLP-other-data-loss-d65830ef28.md","SEC-010","Data integrity, races, and idempotency","Domain workflow owner","Sprint 3","data-integrity;high-bug;needs-regression"
"other-data-loss-d9d414eedc","HIGH_BUG","other-data-loss","Table deletion misses same-day assignments and races with new assignments","src/app/api/ops/tables/[id]/route.ts",".deepsec/findings/HIGH_BUG/nabatableLP-other-data-loss-d9d414eedc.md","SEC-010","Data integrity, races, and idempotency","Domain workflow owner","Sprint 3","data-integrity;high-bug;needs-regression"
"other-drift-check-bypass-32c9f372ef","HIGH_BUG","other-drift-check-bypass","Null pinned hashes disable drift checks for fields that were absent","server/dual-sync/publish/orchestrator.ts",".deepsec/findings/HIGH_BUG/nabatableLP-other-drift-check-bypass-32c9f372ef.md","SEC-003","Cron and job routes fail open","Jobs/infra owner","Sprint 1","security-critical;cron-auth;service-role;needs-prod-config"
"other-drift-check-bypass-554eac93f7","HIGH_BUG","other-drift-check-bypass","Auto-export can write stale Google data before drift checks run","src/app/api/ops/restaurants/[id]/dual-sync/auto-export/route.ts",".deepsec/findings/HIGH_BUG/nabatableLP-other-drift-check-bypass-554eac93f7.md","SEC-011","Schema, migration, and contract drift","Data/platform owner","Sprint 3","data-integrity;needs-migration;needs-regression"
"other-drift-check-bypass-58785e0119","HIGH_BUG","other-drift-check-bypass","Batched profile exports can mutate Google before drift checks run","server/dual-sync/publish/ports/profile-export.ts",".deepsec/findings/HIGH_BUG/nabatableLP-other-drift-check-bypass-58785e0119.md","SEC-011","Schema, migration, and contract drift","Data/platform owner","Sprint 3","data-integrity;needs-migration;needs-regression"
"other-drift-check-bypass-9eb201e32f","HIGH_BUG","other-drift-check-bypass","Batch export ports mutate Google before drift validation and audit rows","server/dual-sync/publish/orchestrator.ts",".deepsec/findings/HIGH_BUG/nabatableLP-other-drift-check-bypass-9eb201e32f.md","SEC-011","Schema, migration, and contract drift","Data/platform owner","Sprint 3","data-integrity;needs-migration;needs-regression"
"other-drift-check-bypass-b03b7bd3ef","HIGH_BUG","other-drift-check-bypass","Publish drift protection can be bypassed before Google writes","src/app/api/ops/restaurants/[id]/dual-sync/publish/route.ts",".deepsec/findings/HIGH_BUG/nabatableLP-other-drift-check-bypass-b03b7bd3ef.md","SEC-011","Schema, migration, and contract drift","Data/platform owner","Sprint 3","data-integrity;needs-migration;needs-regression"
"other-drift-check-bypass-c20efcd36e","HIGH_BUG","other-drift-check-bypass","Batch exports run before pinned-hash drift checks and audit rows","server/dual-sync/publish/orchestrator.ts",".deepsec/findings/HIGH_BUG/nabatableLP-other-drift-check-bypass-c20efcd36e.md","SEC-011","Schema, migration, and contract drift","Data/platform owner","Sprint 3","data-integrity;needs-migration;needs-regression"
"other-drift-check-bypass-d61b46d69a","HIGH_BUG","other-drift-check-bypass","Batch profile exports execute before drift checks and audit row creation","server/dual-sync/publish/ports/profile-export.ts",".deepsec/findings/HIGH_BUG/nabatableLP-other-drift-check-bypass-d61b46d69a.md","SEC-011","Schema, migration, and contract drift","Data/platform owner","Sprint 3","data-integrity;needs-migration;needs-regression"
"other-dry-run-mutation-5d7699f1e0","HIGH_BUG","other-dry-run-mutation","Dry run can create production auth users","scripts/grant-production-restaurant-access.ts",".deepsec/findings/HIGH_BUG/nabatableLP-other-dry-run-mutation-5d7699f1e0.md","SEC-002","Service-role before tenant authorization","Platform/API owner","Sprint 1","security-critical;tenant-isolation;service-role;needs-regression"
"other-dry-run-side-effect-7e13734426","HIGH_BUG","other-dry-run-side-effect","Dry run can create a confirmed production auth user","scripts/grant-production-restaurant-access.ts",".deepsec/findings/HIGH_BUG/nabatableLP-other-dry-run-side-effect-7e13734426.md","SEC-002","Service-role before tenant authorization","Platform/API owner","Sprint 1","security-critical;tenant-isolation;service-role;needs-regression"
"other-duplicate-email-backfill-a1e81c0ac5","HIGH_BUG","other-duplicate-email-backfill","Review backfill can requeue already-sent review emails","scripts/queues/backfill-review-request-jobs.ts",".deepsec/findings/HIGH_BUG/nabatableLP-other-duplicate-email-backfill-a1e81c0ac5.md","SEC-003","Cron and job routes fail open","Jobs/infra owner","Sprint 1","security-critical;cron-auth;service-role;needs-prod-config"
"other-email-queue-disabled-by-default-5cc1b24102","HIGH_BUG","other-email-queue-disabled-by-default","Durable email queue defaults off despite fail-safe comment","server/feature-flags.ts",".deepsec/findings/HIGH_BUG/nabatableLP-other-email-queue-disabled-by-default-5cc1b24102.md","SEC-003","Cron and job routes fail open","Jobs/infra owner","Sprint 1","security-critical;cron-auth;service-role;needs-prod-config"
"other-env-scope-confusion-b49cdca7cf","HIGH_BUG","other-env-scope-confusion","Feature flag overrides are scoped by NODE_ENV instead of APP_ENV","server/feature-flags-overrides.ts",".deepsec/findings/HIGH_BUG/nabatableLP-other-env-scope-confusion-b49cdca7cf.md","SEC-004","Production data scripts lack target safety","Data operations owner","Sprint 1","high-bug;service-role;data-integrity;needs-prod-config"
"other-fail-open-5661b2f7f6","HIGH_BUG","other-fail-open","Context booking lookup fails open to no conflicts","server/capacity/table-assignment/supabase.ts",".deepsec/findings/HIGH_BUG/nabatableLP-other-fail-open-5661b2f7f6.md","SEC-011","Schema, migration, and contract drift","Data/platform owner","Sprint 3","data-integrity;needs-migration;needs-regression"
"other-invitation-revoke-data-loss-5d60354bf9","HIGH_BUG","other-invitation-revoke-data-loss","Invitation revoke endpoint hard-deletes rows and returns the wrong response shape","src/app/api/ops/team/invitations/[id]/route.ts",".deepsec/findings/HIGH_BUG/nabatableLP-other-invitation-revoke-data-loss-5d60354bf9.md","SEC-001","Account takeover and auth-token exposure","Auth owner","Sprint 1","security-critical;account-takeover;secrets;needs-regression"
"other-logic-bug-9adfc0dfdb","HIGH_BUG","other-logic-bug","Stable JSON hashing drops nested object content","server/capacity/v2/utils.ts",".deepsec/findings/HIGH_BUG/nabatableLP-other-logic-bug-9adfc0dfdb.md","SEC-010","Data integrity, races, and idempotency","Domain workflow owner","Sprint 3","data-integrity;high-bug;needs-regression"
"other-logic-bug-a75f6be113","HIGH_BUG","other-logic-bug","Confirmation endpoint rejects application-generated tokens","src/app/api/bookings/confirm/route.ts",".deepsec/findings/HIGH_BUG/nabatableLP-other-logic-bug-a75f6be113.md","SEC-006","Generic URL validation and redirect policy gaps","Web/API owner","Sprint 2","xss;data-integrity;needs-regression"
"other-logic-bug-aa0a696756","HIGH_BUG","other-logic-bug","Hash canonicalization drops nested policy and snapshot fields","server/capacity/v2/utils.ts",".deepsec/findings/HIGH_BUG/nabatableLP-other-logic-bug-aa0a696756.md","SEC-010","Data integrity, races, and idempotency","Domain workflow owner","Sprint 3","data-integrity;high-bug;needs-regression"
"other-logic-bug-e1f5bed157","HIGH_BUG","other-logic-bug","Combination planner skips valid table combinations","server/capacity/selector.ts",".deepsec/findings/HIGH_BUG/nabatableLP-other-logic-bug-e1f5bed157.md","SEC-004","Production data scripts lack target safety","Data operations owner","Sprint 1","high-bug;service-role;data-integrity;needs-prod-config"
"other-lost-update-10e99761f8","HIGH_BUG","other-lost-update","Partial details updates can overwrite concurrent changes with stale values","server/restaurants/details.ts",".deepsec/findings/HIGH_BUG/nabatableLP-other-lost-update-10e99761f8.md","SEC-011","Schema, migration, and contract drift","Data/platform owner","Sprint 3","data-integrity;needs-migration;needs-regression"
"other-missing-production-guard-9b9556133b","HIGH_BUG","other-missing-production-guard","Staging import can write to any configured Supabase project with only APPLY=true","scripts/import-old-school-house-menu-staging.ts",".deepsec/findings/HIGH_BUG/nabatableLP-other-missing-production-guard-9b9556133b.md","SEC-002","Service-role before tenant authorization","Platform/API owner","Sprint 1","security-critical;tenant-isolation;service-role;needs-regression"
"other-non-atomic-delete-reinsert-deaf7cad15","HIGH_BUG","other-non-atomic-delete-reinsert","Service period updates can lose data on partial failure or cascades","server/restaurants/servicePeriods.ts",".deepsec/findings/HIGH_BUG/nabatableLP-other-non-atomic-delete-reinsert-deaf7cad15.md","SEC-010","Data integrity, races, and idempotency","Domain workflow owner","Sprint 3","data-integrity;high-bug;needs-regression"
"other-non-atomic-destructive-purge-ea7bb114e3","HIGH_BUG","other-non-atomic-destructive-purge","Destructive purge is not atomic and can leave bookings partially deleted","scripts/purge-restaurant-bookings.ts",".deepsec/findings/HIGH_BUG/nabatableLP-other-non-atomic-destructive-purge-ea7bb114e3.md","SEC-004","Production data scripts lack target safety","Data operations owner","Sprint 1","high-bug;service-role;data-integrity;needs-prod-config"
"other-non-atomic-destructive-update-d2a899189f","HIGH_BUG","other-non-atomic-destructive-update","Production table configuration is deleted before replacement without a transaction","scripts/update-railway-zones-tables.ts",".deepsec/findings/HIGH_BUG/nabatableLP-other-non-atomic-destructive-update-d2a899189f.md","SEC-004","Production data scripts lack target safety","Data operations owner","Sprint 1","high-bug;service-role;data-integrity;needs-prod-config"
"other-non-atomic-replace-0ef80ce315","HIGH_BUG","other-non-atomic-replace","Business-context replacement deletes existing rows before replacement rows are known to be insertable","server/restaurants/businessContext.ts",".deepsec/findings/HIGH_BUG/nabatableLP-other-non-atomic-replace-0ef80ce315.md","SEC-010","Data integrity, races, and idempotency","Domain workflow owner","Sprint 3","data-integrity;high-bug;needs-regression"
"other-non-atomic-replace-415b1ecac6","HIGH_BUG","other-non-atomic-replace","Service-period replacement can delete all periods on insert failure","src/app/api/ops/restaurants/[id]/service-periods/route.ts",".deepsec/findings/HIGH_BUG/nabatableLP-other-non-atomic-replace-415b1ecac6.md","SEC-010","Data integrity, races, and idempotency","Domain workflow owner","Sprint 3","data-integrity;high-bug;needs-regression"
"other-non-atomic-replace-635e77f422","HIGH_BUG","other-non-atomic-replace","Operating-hours replacement can leave a restaurant with no schedule on insert failure","server/restaurants/operatingHours.ts",".deepsec/findings/HIGH_BUG/nabatableLP-other-non-atomic-replace-635e77f422.md","SEC-010","Data integrity, races, and idempotency","Domain workflow owner","Sprint 3","data-integrity;high-bug;needs-regression"
"other-non-atomic-replace-64a07f6682","HIGH_BUG","other-non-atomic-replace","Canonical GBP row replacement is not transactional","server/google-business-profile/business-info.ts",".deepsec/findings/HIGH_BUG/nabatableLP-other-non-atomic-replace-64a07f6682.md","SEC-010","Data integrity, races, and idempotency","Domain workflow owner","Sprint 3","data-integrity;high-bug;needs-regression"
"other-non-atomic-replace-80921ab96e","HIGH_BUG","other-non-atomic-replace","Delete-then-insert service period replacement can permanently erase schedules","server/restaurants/servicePeriods.ts",".deepsec/findings/HIGH_BUG/nabatableLP-other-non-atomic-replace-80921ab96e.md","SEC-010","Data integrity, races, and idempotency","Domain workflow owner","Sprint 3","data-integrity;high-bug;needs-regression"
"other-non-atomic-replace-8863e80ef9","HIGH_BUG","other-non-atomic-replace","Malformed row IDs can erase existing business-context rows","src/app/api/ops/restaurants/[id]/business-context/route.ts",".deepsec/findings/HIGH_BUG/nabatableLP-other-non-atomic-replace-8863e80ef9.md","SEC-010","Data integrity, races, and idempotency","Domain workflow owner","Sprint 3","data-integrity;high-bug;needs-regression"
"other-non-atomic-replace-ad89e28876","HIGH_BUG","other-non-atomic-replace","Failed business-context writes can delete existing profile data","src/app/api/ops/restaurants/[id]/business-context/route.ts",".deepsec/findings/HIGH_BUG/nabatableLP-other-non-atomic-replace-ad89e28876.md","SEC-010","Data integrity, races, and idempotency","Domain workflow owner","Sprint 3","data-integrity;high-bug;needs-regression"
"other-non-atomic-replace-ba3f3990e6","HIGH_BUG","other-non-atomic-replace","Business-context imports can wipe or lose section rows on failed or concurrent writes","server/dual-sync/publish/ports/business-context-import.ts",".deepsec/findings/HIGH_BUG/nabatableLP-other-non-atomic-replace-ba3f3990e6.md","SEC-003","Cron and job routes fail open","Jobs/infra owner","Sprint 1","security-critical;cron-auth;service-role;needs-prod-config"
"other-non-atomic-replace-d444b0f0b4","HIGH_BUG","other-non-atomic-replace","Operating-hours import can delete the full schedule before a failed insert","server/dual-sync/publish/ports/operating-hours-import.ts",".deepsec/findings/HIGH_BUG/nabatableLP-other-non-atomic-replace-d444b0f0b4.md","SEC-003","Cron and job routes fail open","Jobs/infra owner","Sprint 1","security-critical;cron-auth;service-role;needs-prod-config"
"other-non-atomic-replace-fa6e2ae4f3","HIGH_BUG","other-non-atomic-replace","Operating-hours update can erase the schedule if the replacement insert fails","src/app/api/ops/restaurants/[id]/hours/route.ts",".deepsec/findings/HIGH_BUG/nabatableLP-other-non-atomic-replace-fa6e2ae4f3.md","SEC-010","Data integrity, races, and idempotency","Domain workflow owner","Sprint 3","data-integrity;high-bug;needs-regression"
"other-non-atomic-state-change-917a8f673a","HIGH_BUG","other-non-atomic-state-change","Booking update and assignment clearing are not atomic","server/bookings/modification-flow.ts",".deepsec/findings/HIGH_BUG/nabatableLP-other-non-atomic-state-change-917a8f673a.md","SEC-010","Data integrity, races, and idempotency","Domain workflow owner","Sprint 3","data-integrity;high-bug;needs-regression"
"other-non-atomic-state-mutation-2f71136694","HIGH_BUG","other-non-atomic-state-mutation","Booking writes and customer profile counters are non-atomic","server/bookings.ts",".deepsec/findings/HIGH_BUG/nabatableLP-other-non-atomic-state-mutation-2f71136694.md","SEC-010","Data integrity, races, and idempotency","Domain workflow owner","Sprint 3","data-integrity;high-bug;needs-regression"
"other-non-atomic-state-mutation-ab0f0d0b9d","HIGH_BUG","other-non-atomic-state-mutation","Booking mutations commit before profile updates that can still fail the request","server/bookings.ts",".deepsec/findings/HIGH_BUG/nabatableLP-other-non-atomic-state-mutation-ab0f0d0b9d.md","SEC-010","Data integrity, races, and idempotency","Domain workflow owner","Sprint 3","data-integrity;high-bug;needs-regression"
"other-non-atomic-write-309e47bc11","HIGH_BUG","other-non-atomic-write","Restaurant and owner membership creation are not atomic","server/restaurants/create.ts",".deepsec/findings/HIGH_BUG/nabatableLP-other-non-atomic-write-309e47bc11.md","SEC-002","Service-role before tenant authorization","Platform/API owner","Sprint 1","security-critical;tenant-isolation;service-role;needs-regression"
"other-non-atomic-write-bd2e4a47b2","HIGH_BUG","other-non-atomic-write","Business-context replacement deletes existing rows before successful insert","server/restaurants/businessContext.ts",".deepsec/findings/HIGH_BUG/nabatableLP-other-non-atomic-write-bd2e4a47b2.md","SEC-002","Service-role before tenant authorization","Platform/API owner","Sprint 1","security-critical;tenant-isolation;service-role;needs-regression"
"other-non-atomic-write-c6b49b2db4","HIGH_BUG","other-non-atomic-write","Operating-hours replacement can leave a restaurant with no schedule","server/restaurants/operatingHours.ts",".deepsec/findings/HIGH_BUG/nabatableLP-other-non-atomic-write-c6b49b2db4.md","SEC-003","Cron and job routes fail open","Jobs/infra owner","Sprint 1","security-critical;cron-auth;service-role;needs-prod-config"
"other-prod-safety-bypass-1d73af3b09","HIGH_BUG","other-prod-safety-bypass","Staging bootstrap can grant all-restaurant access to production","scripts/staging/bootstrap-owner.ts",".deepsec/findings/HIGH_BUG/nabatableLP-other-prod-safety-bypass-1d73af3b09.md","SEC-002","Service-role before tenant authorization","Platform/API owner","Sprint 1","security-critical;tenant-isolation;service-role;needs-regression"
"other-prod-safety-bypass-1edd0ce7bd","HIGH_BUG","other-prod-safety-bypass","Seed script can write the performance dataset to the wrong database","scripts/staging/seed-perf-dataset.ts",".deepsec/findings/HIGH_BUG/nabatableLP-other-prod-safety-bypass-1edd0ce7bd.md","SEC-002","Service-role before tenant authorization","Platform/API owner","Sprint 1","security-critical;tenant-isolation;service-role;needs-regression"
"other-prod-safety-bypass-5b3b1fdef7","HIGH_BUG","other-prod-safety-bypass","Import script can reset production staff passwords if staging env points at production","scripts/staging/import-prod-staff.ts",".deepsec/findings/HIGH_BUG/nabatableLP-other-prod-safety-bypass-5b3b1fdef7.md","SEC-002","Service-role before tenant authorization","Platform/API owner","Sprint 1","security-critical;tenant-isolation;service-role;needs-regression"
"other-production-auth-reset-guard-e3ae00a148","HIGH_BUG","other-production-auth-reset-guard","Auth user reset script lacks production and project confirmation","scripts/ensure-auth-user.ts",".deepsec/findings/HIGH_BUG/nabatableLP-other-production-auth-reset-guard-e3ae00a148.md","SEC-002","Service-role before tenant authorization","Platform/API owner","Sprint 1","security-critical;tenant-isolation;service-role;needs-regression"
"other-production-data-corruption-e07f71bc9d","HIGH_BUG","other-production-data-corruption","Service-role booking generator can write synthetic bookings to production without a target guard","scripts/generate-bookings-safe.ts",".deepsec/findings/HIGH_BUG/nabatableLP-other-production-data-corruption-e07f71bc9d.md","SEC-002","Service-role before tenant authorization","Platform/API owner","Sprint 1","security-critical;tenant-isolation;service-role;needs-regression"
"other-production-ddl-integrity-bug-2ef7e43148","HIGH_BUG","other-production-ddl-integrity-bug","Production FK phase can leave constraints dropped while exiting successfully","scripts/run-production-optimization.ts",".deepsec/findings/HIGH_BUG/nabatableLP-other-production-ddl-integrity-bug-2ef7e43148.md","SEC-004","Production data scripts lack target safety","Data operations owner","Sprint 1","high-bug;service-role;data-integrity;needs-prod-config"
"other-production-ddl-integrity-bug-41d7bd268b","HIGH_BUG","other-production-ddl-integrity-bug","Production FK migration can drop constraints and still exit successfully","scripts/run-production-optimization.ts",".deepsec/findings/HIGH_BUG/nabatableLP-other-production-ddl-integrity-bug-41d7bd268b.md","SEC-004","Production data scripts lack target safety","Data operations owner","Sprint 1","high-bug;service-role;data-integrity;needs-prod-config"
"other-production-safety-guard-missing-4ee75f7139","HIGH_BUG","other-production-safety-guard-missing","Schema optimization script runs destructive changes against any DB URL","scripts/run-schema-optimization.ts",".deepsec/findings/HIGH_BUG/nabatableLP-other-production-safety-guard-missing-4ee75f7139.md","SEC-004","Production data scripts lack target safety","Data operations owner","Sprint 1","high-bug;service-role;data-integrity;needs-prod-config"
"other-production-safety-missing-d8c88b0f04","HIGH_BUG","other-production-safety-missing","Staging import can write to any configured Supabase project","scripts/import-old-school-house-menu-staging.ts",".deepsec/findings/HIGH_BUG/nabatableLP-other-production-safety-missing-d8c88b0f04.md","SEC-002","Service-role before tenant authorization","Platform/API owner","Sprint 1","security-critical;tenant-isolation;service-role;needs-regression"
"other-production-write-guard-7031e1e25d","HIGH_BUG","other-production-write-guard","Staging import lacks an expected-project guard","scripts/import-old-school-house-drinks-staging.ts",".deepsec/findings/HIGH_BUG/nabatableLP-other-production-write-guard-7031e1e25d.md","SEC-002","Service-role before tenant authorization","Platform/API owner","Sprint 1","security-critical;tenant-isolation;service-role;needs-regression"
"other-race-condition-078011fa42","HIGH_BUG","other-race-condition","Non-atomic unassign status rollback can corrupt booking state","src/app/api/ops/bookings/[id]/tables/[tableId]/route.ts",".deepsec/findings/HIGH_BUG/nabatableLP-other-race-condition-078011fa42.md","SEC-010","Data integrity, races, and idempotency","Domain workflow owner","Sprint 3","data-integrity;high-bug;needs-regression"
"other-race-condition-0c2b0982b5","HIGH_BUG","other-race-condition","GBP publish jobs are not atomically claimed before side effects","server/google-business-profile/workflow.ts",".deepsec/findings/HIGH_BUG/nabatableLP-other-race-condition-0c2b0982b5.md","SEC-003","Cron and job routes fail open","Jobs/infra owner","Sprint 1","security-critical;cron-auth;service-role;needs-prod-config"
"other-race-condition-1f495b0213","HIGH_BUG","other-race-condition","Concurrent direct assignments can double-book a table","src/app/api/ops/bookings/[id]/assign-tables/route.ts",".deepsec/findings/HIGH_BUG/nabatableLP-other-race-condition-1f495b0213.md","SEC-010","Data integrity, races, and idempotency","Domain workflow owner","Sprint 3","data-integrity;high-bug;needs-regression"
"other-race-condition-2fef18423b","HIGH_BUG","other-race-condition","Table deletion can race with future assignment creation and cascade-delete new assignments","src/app/api/ops/tables/[id]/route.ts",".deepsec/findings/HIGH_BUG/nabatableLP-other-race-condition-2fef18423b.md","SEC-010","Data integrity, races, and idempotency","Domain workflow owner","Sprint 3","data-integrity;high-bug;needs-regression"
"other-race-condition-34861c340a","HIGH_BUG","other-race-condition","Direct assignment conflict check is not atomic with assignment insert","server/capacity/table-assignment/direct-assignment.ts",".deepsec/findings/HIGH_BUG/nabatableLP-other-race-condition-34861c340a.md","SEC-010","Data integrity, races, and idempotency","Domain workflow owner","Sprint 3","data-integrity;high-bug;needs-regression"
"other-race-condition-6321238b60","HIGH_BUG","other-race-condition","Non-atomic outbound candidate upsert can drop queued exports","server/dual-sync/outbound/candidates.ts",".deepsec/findings/HIGH_BUG/nabatableLP-other-race-condition-6321238b60.md","SEC-003","Cron and job routes fail open","Jobs/infra owner","Sprint 1","security-critical;cron-auth;service-role;needs-prod-config"
"other-race-condition-66185207a1","HIGH_BUG","other-race-condition","Unassign can revert a booking to pending after a concurrent assignment","server/capacity/table-assignment/direct-assignment.ts",".deepsec/findings/HIGH_BUG/nabatableLP-other-race-condition-66185207a1.md","SEC-010","Data integrity, races, and idempotency","Domain workflow owner","Sprint 3","data-integrity;high-bug;needs-regression"
"other-race-condition-856d1dc9cc","HIGH_BUG","other-race-condition","Review decisions are not atomically claimed before side effects","src/app/api/ops/restaurants/[id]/google-business-profile/food-menus/import-review/[reviewId]/decision/route.ts",".deepsec/findings/HIGH_BUG/nabatableLP-other-race-condition-856d1dc9cc.md","SEC-010","Data integrity, races, and idempotency","Domain workflow owner","Sprint 3","data-integrity;high-bug;needs-regression"
"other-race-condition-9a316bfed1","HIGH_BUG","other-race-condition","FoodMenus review replacement and decisions are not atomic","src/components/features/restaurant-settings/dual-sync/FoodMenusImportReviewPanel.tsx",".deepsec/findings/HIGH_BUG/nabatableLP-other-race-condition-9a316bfed1.md","SEC-003","Cron and job routes fail open","Jobs/infra owner","Sprint 1","security-critical;cron-auth;service-role;needs-prod-config"
"other-race-condition-9feee0e5b6","HIGH_BUG","other-race-condition","Direct assignment validates conflicts outside the write operation","server/capacity/table-assignment/direct-assignment.ts",".deepsec/findings/HIGH_BUG/nabatableLP-other-race-condition-9feee0e5b6.md","SEC-010","Data integrity, races, and idempotency","Domain workflow owner","Sprint 3","data-integrity;high-bug;needs-regression"
"other-race-condition-cc89544ea8","HIGH_BUG","other-race-condition","Import review decisions can replay or conflict under concurrent submits","server/google-business-profile/food-menus-sync.ts",".deepsec/findings/HIGH_BUG/nabatableLP-other-race-condition-cc89544ea8.md","SEC-010","Data integrity, races, and idempotency","Domain workflow owner","Sprint 3","data-integrity;high-bug;needs-regression"
"other-race-condition-ecbb742c39","HIGH_BUG","other-race-condition","Unassignment can revert a newly reassigned booking back to pending","server/capacity/table-assignment/direct-assignment.ts",".deepsec/findings/HIGH_BUG/nabatableLP-other-race-condition-ecbb742c39.md","SEC-010","Data integrity, races, and idempotency","Domain workflow owner","Sprint 3","data-integrity;high-bug;needs-regression"
"other-refetch-loop-cbae0f37bb","HIGH_BUG","other-refetch-loop","Manual refresh can create an unbounded queue refetch loop","src/components/features/email-delivery/components/OpsEmailQueuePanel.tsx",".deepsec/findings/HIGH_BUG/nabatableLP-other-refetch-loop-cbae0f37bb.md","SEC-003","Cron and job routes fail open","Jobs/infra owner","Sprint 1","security-critical;cron-auth;service-role;needs-prod-config"
"other-stale-write-3fa66cbcc1","HIGH_BUG","other-stale-write","Batch exports can write to Google before pinned drift checks run","src/components/features/restaurant-settings/dual-sync/DualSyncShell.tsx",".deepsec/findings/HIGH_BUG/nabatableLP-other-stale-write-3fa66cbcc1.md","SEC-011","Schema, migration, and contract drift","Data/platform owner","Sprint 3","data-integrity;needs-migration;needs-regression"
